lr-AdamW:0.0004000000000000002, step:0
train/loss_step:0.04266250878572464, train/loss/visible_step:0.03572321683168411, train/loss/center_step:0.06939291954040527, epoch:0, step:49
train/loss_step:0.009330643340945244, train/loss/visible_step:0.009258311241865158, train/loss/center_step:0.0007233227952383459, epoch:1, step:2349
train/loss_step:0.006497933529317379, train/loss/visible_step:0.006460043601691723, train/loss/center_step:0.00037890084786340594, epoch:1, step:2399
train/loss_step:0.011322850361466408, train/loss/visible_step:0.011238525621592999, train/loss/center_step:0.0008432471659034491, epoch:1, step:2449
train/loss_step:0.0134311243891716, train/loss/visible_step:0.01335847657173872, train/loss/center_step:0.0007264752057380974, epoch:1, step:2499
train/loss_step:0.009275798685848713, train/loss/visible_step:0.009218335151672363, train/loss/center_step:0.0005746310926042497, epoch:1, step:2549
train/loss_step:0.012392102740705013, train/loss/visible_step:0.01232015062123537, train/loss/center_step:0.0007195236976258457, epoch:1, step:2599
train/loss_step:0.01723884791135788, train/loss/visible_step:0.01711348071694374, train/loss/center_step:0.0012536754366010427, epoch:1, step:2649
train/loss_step:0.011582823470234871, train/loss/visible_step:0.01152713317424059, train/loss/center_step:0.0005569026689045131, epoch:1, step:2699
train/loss_step:0.012066956609487534, train/loss/visible_step:0.011986508034169674, train/loss/center_step:0.000804482726380229, epoch:1, step:2749
train/loss_step:0.01416906900703907, train/loss/visible_step:0.014093251898884773, train/loss/center_step:0.0007581686950288713, epoch:1, step:2799
train/loss_step:0.015462453477084637, train/loss/visible_step:0.01534681674093008, train/loss/center_step:0.001156363170593977, epoch:1, step:2849
train/loss_step:0.006838563363999128, train/loss/visible_step:0.006794197950512171, train/loss/center_step:0.0004436533781699836, epoch:1, step:2899
train/loss_step:0.011998223140835762, train/loss/visible_step:0.01194184459745884, train/loss/center_step:0.0005637877038680017, epoch:1, step:2949
train/loss_step:0.010089480318129063, train/loss/visible_step:0.010036381892859936, train/loss/center_step:0.0005309873959049582, epoch:1, step:2999
train/loss_step:0.015285235829651356, train/loss/visible_step:0.01520958635956049, train/loss/center_step:0.0007564904517494142, epoch:1, step:3049
train/loss_step:0.01038314588367939, train/loss/visible_step:0.010302473790943623, train/loss/center_step:0.0008067251765169203, epoch:1, step:3099
train/loss_step:0.006054817233234644, train/loss/visible_step:0.006001232657581568, train/loss/center_step:0.0005358438356779516, epoch:1, step:3149
train/loss_step:0.003542676568031311, train/loss/visible_step:0.0035200859420001507, train/loss/center_step:0.00022590614389628172, epoch:1, step:3199
train/loss_step:0.016637858003377914, train/loss/visible_step:0.01654084213078022, train/loss/center_step:0.0009701661765575409, epoch:1, step:3249
train/loss_step:0.013566217385232449, train/loss/visible_step:0.0134891327470541, train/loss/center_step:0.0007708498160354793, epoch:1, step:3299
train/loss_step:0.0193181112408638, train/loss/visible_step:0.019220193848013878, train/loss/center_step:0.0009791729971766472, epoch:1, step:3349
train/loss_step:0.009895200841128826, train/loss/visible_step:0.009816637262701988, train/loss/center_step:0.0007856353186070919, epoch:1, step:3399
train/loss_step:0.011256029829382896, train/loss/visible_step:0.011195093393325806, train/loss/center_step:0.000609362032264471, epoch:1, step:3449
train/loss_step:0.009229393675923347, train/loss/visible_step:0.009171132929623127, train/loss/center_step:0.0005826052511110902, epoch:1, step:3499
train/metrics/iou@0.40:0.3132290542125702, train/metrics/iou@0.50:0.21806658804416656, train/metrics/iou_with_occlusions@0.40:0.27714431285858154, train/metrics/iou_with_occlusions@0.50:0.17105895280838013, val/loss:0.01263053622096777, val/loss/visible:0.012560016475617886, val/loss/center:0.0007051730062812567, val/metrics/iou@0.40:0.27539804577827454, val/metrics/iou@0.50:0.17892099916934967, val/metrics/iou_with_occlusions@0.40:0.23836182057857513, val/metrics/iou_with_occlusions@0.50:0.14126121997833252, epoch:1, step:3517
train/loss_epoch:0.011948403902351856, train/loss/visible_epoch:0.011871947906911373, train/loss/center_epoch:0.000764503434766084, epoch:2, step:3517
lr-AdamW:0.0015951654327539008, step:3518
train/loss_step:0.009347325190901756, train/loss/visible_step:0.009299807250499725, train/loss/center_step:0.00047517489292658865, epoch:2, step:3549
train/loss_step:0.00602731853723526, train/loss/visible_step:0.005979764740914106, train/loss/center_step:0.0004755391855724156, epoch:2, step:3599
train/loss_step:0.0070374528877437115, train/loss/visible_step:0.006988799199461937, train/loss/center_step:0.0004865368246100843, epoch:2, step:3649
train/loss_step:0.011030914261937141, train/loss/visible_step:0.010988171212375164, train/loss/center_step:0.0004274326201993972, epoch:2, step:3699
train/loss_step:0.01208255160599947, train/loss/visible_step:0.012002171948552132, train/loss/center_step:0.0008037973311729729, epoch:2, step:3749
train/loss_step:0.011522782035171986, train/loss/visible_step:0.011465171352028847, train/loss/center_step:0.000576106074731797, epoch:2, step:3799
train/loss_step:0.0156339593231678, train/loss/visible_step:0.01556311920285225, train/loss/center_step:0.0007083977106958628, epoch:2, step:3849
train/loss_step:0.0053361160680651665, train/loss/visible_step:0.005300083197653294, train/loss/center_step:0.0003603283257689327, epoch:2, step:3899
train/loss_step:0.007445460185408592, train/loss/visible_step:0.0073981862515211105, train/loss/center_step:0.00047274059033952653, epoch:2, step:3949
train/loss_step:0.011365797370672226, train/loss/visible_step:0.011285427957773209, train/loss/center_step:0.0008036904036998749, epoch:2, step:3999
train/loss_step:0.014815269969403744, train/loss/visible_step:0.014706389978528023, train/loss/center_step:0.0010888029355555773, epoch:2, step:4049
train/loss_step:0.010820992290973663, train/loss/visible_step:0.010749409906566143, train/loss/center_step:0.0007158247171901166, epoch:2, step:4099
train/loss_step:0.009241095744073391, train/loss/visible_step:0.009180691093206406, train/loss/center_step:0.0006040440057404339, epoch:2, step:4149
train/loss_step:0.008668516762554646, train/loss/visible_step:0.008612455800175667, train/loss/center_step:0.0005606053746305406, epoch:2, step:4199
train/loss_step:0.009483031928539276, train/loss/visible_step:0.009419718757271767, train/loss/center_step:0.0006331282784231007, epoch:2, step:4249
train/loss_step:0.013720991089940071, train/loss/visible_step:0.013630194589495659, train/loss/center_step:0.000907968555111438, epoch:2, step:4299
train/loss_step:0.009682204574346542, train/loss/visible_step:0.009607885032892227, train/loss/center_step:0.0007431924459524453, epoch:2, step:4349
train/loss_step:0.011990664526820183, train/loss/visible_step:0.011924752965569496, train/loss/center_step:0.0006591164856217802, epoch:2, step:4399
train/loss_step:0.01054638996720314, train/loss/visible_step:0.010488532483577728, train/loss/center_step:0.0005785723333247006, epoch:2, step:4449
train/loss_step:0.013015215285122395, train/loss/visible_step:0.012923058122396469, train/loss/center_step:0.0009215737809427083, epoch:2, step:4499
train/loss_step:0.008773662149906158, train/loss/visible_step:0.008711511269211769, train/loss/center_step:0.0006215100293047726, epoch:2, step:4549
train/loss_step:0.011682750657200813, train/loss/visible_step:0.011597177013754845, train/loss/center_step:0.0008557327091693878, epoch:2, step:4599
train/loss_step:0.02365235425531864, train/loss/visible_step:0.023517491295933723, train/loss/center_step:0.001348637044429779, epoch:2, step:4649
train/loss_step:0.010950393974781036, train/loss/visible_step:0.010880136862397194, train/loss/center_step:0.0007025703671388328, epoch:2, step:4699
train/loss_step:0.013589673675596714, train/loss/visible_step:0.013529343530535698, train/loss/center_step:0.0006033046520315111, epoch:2, step:4749
train/loss_step:0.01399049162864685, train/loss/visible_step:0.013898493722081184, train/loss/center_step:0.0009199823834933341, epoch:2, step:4799
train/loss_step:0.015013941563665867, train/loss/visible_step:0.014912135899066925, train/loss/center_step:0.0010180595563724637, epoch:2, step:4849
train/loss_step:0.026799436658620834, train/loss/visible_step:0.026646407321095467, train/loss/center_step:0.0015302891843020916, epoch:2, step:4899
train/loss_step:0.015044850297272205, train/loss/visible_step:0.014956739731132984, train/loss/center_step:0.0008811075822450221, epoch:2, step:4949
train/loss_step:0.010645833797752857, train/loss/visible_step:0.01057849545031786, train/loss/center_step:0.0006733842892572284, epoch:2, step:4999
train/loss_step:0.009431562386453152, train/loss/visible_step:0.009378453716635704, train/loss/center_step:0.0005310895503498614, epoch:2, step:5049
train/loss_step:0.013118444010615349, train/loss/visible_step:0.013035699725151062, train/loss/center_step:0.0008274411666207016, epoch:2, step:5099
train/loss_step:0.013071811757981777, train/loss/visible_step:0.012978951446712017, train/loss/center_step:0.000928604684304446, epoch:2, step:5149
train/loss_step:0.006841433700174093, train/loss/visible_step:0.006792966276407242, train/loss/center_step:0.00048467449960298836, epoch:2, step:5199
train/loss_step:0.009137023240327835, train/loss/visible_step:0.009083651006221771, train/loss/center_step:0.0005337264738045633, epoch:2, step:5249
train/metrics/iou@0.40:0.33836373686790466, train/metrics/iou@0.50:0.2554156482219696, train/metrics/iou_with_occlusions@0.40:0.30002474784851074, train/metrics/iou_with_occlusions@0.50:0.20150068402290344, val/loss:0.012411549687385559, val/loss/visible:0.01234380155801773, val/loss/center:0.0006775146466679871, val/metrics/iou@0.40:0.2928556501865387, val/metrics/iou@0.50:0.15705803036689758, val/metrics/iou_with_occlusions@0.40:0.25797078013420105, val/metrics/iou_with_occlusions@0.50:0.12133955955505371, epoch:2, step:5276
train/loss_epoch:0.011248207651078701, train/loss/visible_epoch:0.01117846742272377, train/loss/center_epoch:0.0006974682910367846, epoch:3, step:5276
lr-AdamW:0.0026824883633474435, step:5277
train/loss_step:0.005284510087221861, train/loss/visible_step:0.005253083072602749, train/loss/center_step:0.000314269243972376, epoch:3, step:5299
train/loss_step:0.008845099247992039, train/loss/visible_step:0.008793089538812637, train/loss/center_step:0.0005200952873565257, epoch:3, step:5349
train/loss_step:0.008893271908164024, train/loss/visible_step:0.008837532252073288, train/loss/center_step:0.0005573943490162492, epoch:3, step:5399
train/loss_step:0.016230344772338867, train/loss/visible_step:0.016138942912220955, train/loss/center_step:0.0009140097536146641, epoch:3, step:5449
train/loss_step:0.012161088176071644, train/loss/visible_step:0.01207988802343607, train/loss/center_step:0.0008120042621158063, epoch:3, step:5499
train/loss_step:0.005198975093662739, train/loss/visible_step:0.005169343203306198, train/loss/center_step:0.00029632027144543827, epoch:3, step:5549
train/loss_step:0.005959441419690847, train/loss/visible_step:0.005929288920015097, train/loss/center_step:0.00030152429826557636, epoch:3, step:5599
train/loss_step:0.006170616950839758, train/loss/visible_step:0.0061244177632033825, train/loss/center_step:0.00046199161442928016, epoch:3, step:5649
train/loss_step:0.011735141277313232, train/loss/visible_step:0.011659486219286919, train/loss/center_step:0.0007565466221421957, epoch:3, step:5699
train/loss_step:0.012816103175282478, train/loss/visible_step:0.012738654389977455, train/loss/center_step:0.0007744847680442035, epoch:3, step:5749
train/loss_step:0.012559294700622559, train/loss/visible_step:0.012468037195503712, train/loss/center_step:0.000912577728740871, epoch:3, step:5799
train/loss_step:0.010307869873940945, train/loss/visible_step:0.010252587497234344, train/loss/center_step:0.0005528207402676344, epoch:3, step:5849
train/loss_step:0.006658523343503475, train/loss/visible_step:0.0066242278553545475, train/loss/center_step:0.00034295290242880583, epoch:3, step:5899
train/loss_step:0.008880875073373318, train/loss/visible_step:0.008836053311824799, train/loss/center_step:0.00044821956544183195, epoch:3, step:5949
train/loss_step:0.011417313478887081, train/loss/visible_step:0.011354926973581314, train/loss/center_step:0.0006238690111786127, epoch:3, step:5999
train/loss_step:0.011481096036732197, train/loss/visible_step:0.01141049712896347, train/loss/center_step:0.0007059932104311883, epoch:3, step:6049
train/loss_step:0.011107124388217926, train/loss/visible_step:0.011023620143532753, train/loss/center_step:0.0008350396528840065, epoch:3, step:6099
train/loss_step:0.012019599787890911, train/loss/visible_step:0.011953277513384819, train/loss/center_step:0.0006632235017605126, epoch:3, step:6149
train/loss_step:0.009404977783560753, train/loss/visible_step:0.009338250383734703, train/loss/center_step:0.0006672698073089123, epoch:3, step:6199
train/loss_step:0.012539040297269821, train/loss/visible_step:0.012465561740100384, train/loss/center_step:0.0007347851642407477, epoch:3, step:6249
train/loss_step:0.00602621678262949, train/loss/visible_step:0.00598847446963191, train/loss/center_step:0.0003774208016693592, epoch:3, step:6299
train/loss_step:0.011268320493400097, train/loss/visible_step:0.011214195750653744, train/loss/center_step:0.0005412515019997954, epoch:3, step:6349
train/loss_step:0.02276323176920414, train/loss/visible_step:0.022620482370257378, train/loss/center_step:0.0014274906134232879, epoch:3, step:6399
train/loss_step:0.011880678124725819, train/loss/visible_step:0.011806907132267952, train/loss/center_step:0.0007377067231573164, epoch:3, step:6449
train/loss_step:0.011158633977174759, train/loss/visible_step:0.011091053485870361, train/loss/center_step:0.0006758035160601139, epoch:3, step:6499
train/loss_step:0.009489220567047596, train/loss/visible_step:0.00943655613809824, train/loss/center_step:0.0005266466760076582, epoch:3, step:6549
train/loss_step:0.013244318775832653, train/loss/visible_step:0.01316000334918499, train/loss/center_step:0.0008431521710008383, epoch:3, step:6599
train/loss_step:0.013765593059360981, train/loss/visible_step:0.013657525181770325, train/loss/center_step:0.001080681337043643, epoch:3, step:6649
train/loss_step:0.01159626804292202, train/loss/visible_step:0.011531290598213673, train/loss/center_step:0.0006497706053778529, epoch:3, step:6699
train/loss_step:0.011989402584731579, train/loss/visible_step:0.011929947882890701, train/loss/center_step:0.0005945514421910048, epoch:3, step:6749
train/loss_step:0.00690136943012476, train/loss/visible_step:0.006864156108349562, train/loss/center_step:0.00037213522591628134, epoch:3, step:6799
train/loss_step:0.010566359385848045, train/loss/visible_step:0.01050860621035099, train/loss/center_step:0.0005775297177024186, epoch:3, step:6849
train/loss_step:0.01084618829190731, train/loss/visible_step:0.01074815634638071, train/loss/center_step:0.0009803238790482283, epoch:3, step:6899
train/loss_step:0.006833714433014393, train/loss/visible_step:0.006793559528887272, train/loss/center_step:0.00040154714952223003, epoch:3, step:6949
train/loss_step:0.012666667811572552, train/loss/visible_step:0.012601220048964024, train/loss/center_step:0.0006544768111780286, epoch:3, step:6999
train/metrics/iou@0.40:0.3518017530441284, train/metrics/iou@0.50:0.27513086795806885, train/metrics/iou_with_occlusions@0.40:0.3123026490211487, train/metrics/iou_with_occlusions@0.50:0.21728791296482086, val/loss:0.012463304214179516, val/loss/visible:0.012395183555781841, val/loss/center:0.0006811993662267923, val/metrics/iou@0.40:0.2954292297363281, val/metrics/iou@0.50:0.267057865858078, val/metrics/iou_with_occlusions@0.40:0.28005459904670715, val/metrics/iou_with_occlusions@0.50:0.2259039431810379, epoch:3, step:7035
train/loss_epoch:0.010874331928789616, train/loss/visible_epoch:0.010806160047650337, train/loss/center_epoch:0.0006816830718889832, epoch:4, step:7035
lr-AdamW:0.003593527940293582, step:7036
train/loss_step:0.006454499438405037, train/loss/visible_step:0.0064107985235750675, train/loss/center_step:0.00043700981768779457, epoch:4, step:7049
train/loss_step:0.00997552927583456, train/loss/visible_step:0.00990265142172575, train/loss/center_step:0.0007287749322131276, epoch:4, step:7099
train/loss_step:0.013954021967947483, train/loss/visible_step:0.013875671662390232, train/loss/center_step:0.0007835039286874235, epoch:4, step:7149
train/loss_step:0.009067026898264885, train/loss/visible_step:0.009022574871778488, train/loss/center_step:0.0004445230879355222, epoch:4, step:7199
train/loss_step:0.009854268282651901, train/loss/visible_step:0.00979242566972971, train/loss/center_step:0.0006184219964779913, epoch:4, step:7249
train/loss_step:0.016773538663983345, train/loss/visible_step:0.016684532165527344, train/loss/center_step:0.0008900725515559316, epoch:4, step:7299
train/loss_step:0.008846811950206757, train/loss/visible_step:0.008784525096416473, train/loss/center_step:0.0006228662095963955, epoch:4, step:7349
train/loss_step:0.011607005260884762, train/loss/visible_step:0.011522150598466396, train/loss/center_step:0.000848549825605005, epoch:4, step:7399
train/loss_step:0.01419588178396225, train/loss/visible_step:0.01411165576428175, train/loss/center_step:0.0008422580431215465, epoch:4, step:7449
train/loss_step:0.01083824411034584, train/loss/visible_step:0.010757441632449627, train/loss/center_step:0.0008080287952907383, epoch:4, step:7499
train/loss_step:0.015975385904312134, train/loss/visible_step:0.01586776413023472, train/loss/center_step:0.0010762104066088796, epoch:4, step:7549
train/loss_step:0.00895069632679224, train/loss/visible_step:0.008888574317097664, train/loss/center_step:0.0006212181178852916, epoch:4, step:7599
train/loss_step:0.0025162033271044493, train/loss/visible_step:0.002502286806702614, train/loss/center_step:0.0001391656551277265, epoch:4, step:7649
train/loss_step:0.00453172205016017, train/loss/visible_step:0.0045046559534966946, train/loss/center_step:0.00027065901667810977, epoch:4, step:7699
train/loss_step:0.011414781212806702, train/loss/visible_step:0.011364738456904888, train/loss/center_step:0.0005004233098588884, epoch:4, step:7749
train/loss_step:0.021449999883770943, train/loss/visible_step:0.021292658522725105, train/loss/center_step:0.0015734094195067883, epoch:4, step:7799
train/loss_step:0.010248149745166302, train/loss/visible_step:0.010176915675401688, train/loss/center_step:0.0007123419782146811, epoch:4, step:7849
train/loss_step:0.00533406063914299, train/loss/visible_step:0.0052953436970710754, train/loss/center_step:0.00038716892595402896, epoch:4, step:7899
train/loss_step:0.010931446217000484, train/loss/visible_step:0.010869731195271015, train/loss/center_step:0.000617154233623296, epoch:4, step:7949
train/loss_step:0.014386630617082119, train/loss/visible_step:0.014302159659564495, train/loss/center_step:0.0008447132422588766, epoch:4, step:7999
train/loss_step:0.01757652498781681, train/loss/visible_step:0.017479611560702324, train/loss/center_step:0.0009691384038887918, epoch:4, step:8049
train/loss_step:0.013060634024441242, train/loss/visible_step:0.012968551367521286, train/loss/center_step:0.0009208257542923093, epoch:4, step:8099
train/loss_step:0.011513940058648586, train/loss/visible_step:0.011456906795501709, train/loss/center_step:0.0005703288479708135, epoch:4, step:8149
train/loss_step:0.013092761859297752, train/loss/visible_step:0.013010360300540924, train/loss/center_step:0.000824012269731611, epoch:4, step:8199
train/loss_step:0.012068779207766056, train/loss/visible_step:0.011964931152760983, train/loss/center_step:0.0010384843917563558, epoch:4, step:8249
train/loss_step:0.009586186148226261, train/loss/visible_step:0.00952533446252346, train/loss/center_step:0.0006085166241973639, epoch:4, step:8299
train/loss_step:0.007652291562408209, train/loss/visible_step:0.007589585147798061, train/loss/center_step:0.0006270649028010666, epoch:4, step:8349
train/loss_step:0.009815252386033535, train/loss/visible_step:0.00973860826343298, train/loss/center_step:0.000766444078180939, epoch:4, step:8399
train/loss_step:0.005997066851705313, train/loss/visible_step:0.0059539698995649815, train/loss/center_step:0.0004309674841351807, epoch:4, step:8449
train/loss_step:0.01606248877942562, train/loss/visible_step:0.01595880836248398, train/loss/center_step:0.0010367986978963017, epoch:4, step:8499
train/loss_step:0.009210692718625069, train/loss/visible_step:0.009160139597952366, train/loss/center_step:0.000505528412759304, epoch:4, step:8549
train/loss_step:0.011910717934370041, train/loss/visible_step:0.011824586428701878, train/loss/center_step:0.0008613175014033914, epoch:4, step:8599
train/loss_step:0.010159588418900967, train/loss/visible_step:0.010102209635078907, train/loss/center_step:0.0005737887695431709, epoch:4, step:8649
train/loss_step:0.008611233904957771, train/loss/visible_step:0.008543722331523895, train/loss/center_step:0.0006751184700988233, epoch:4, step:8699
train/loss_step:0.0068061561323702335, train/loss/visible_step:0.006756283342838287, train/loss/center_step:0.0004987282445654273, epoch:4, step:8749
train/metrics/iou@0.40:0.3667396008968353, train/metrics/iou@0.50:0.297037810087204, train/metrics/iou_with_occlusions@0.40:0.32576489448547363, train/metrics/iou_with_occlusions@0.50:0.2354213297367096, val/loss:0.012025851756334305, val/loss/visible:0.011959078721702099, val/loss/center:0.0006677452474832535, val/metrics/iou@0.40:0.31996649503707886, val/metrics/iou@0.50:0.29229283332824707, val/metrics/iou_with_occlusions@0.40:0.29778286814689636, val/metrics/iou_with_occlusions@0.50:0.24620459973812103, epoch:4, step:8794
train/loss_epoch:0.01045173592865467, train/loss/visible_epoch:0.01038491539657116, train/loss/center_epoch:0.0006681607919745147, epoch:5, step:8794
lr-AdamW:0.003995424090418022, step:8795
train/loss_step:0.010808033868670464, train/loss/visible_step:0.010733241215348244, train/loss/center_step:0.0007479269988834858, epoch:5, step:8799
train/loss_step:0.006297129672020674, train/loss/visible_step:0.006249421276152134, train/loss/center_step:0.0004770827654283494, epoch:5, step:8849
train/loss_step:0.007723873481154442, train/loss/visible_step:0.007679700385779142, train/loss/center_step:0.0004417327290866524, epoch:5, step:8899
train/loss_step:0.009162448346614838, train/loss/visible_step:0.009085533209145069, train/loss/center_step:0.0007691510836593807, epoch:5, step:8949
train/loss_step:0.009637265466153622, train/loss/visible_step:0.009574668481945992, train/loss/center_step:0.0006259685033001006, epoch:5, step:8999
train/loss_step:0.023225102573633194, train/loss/visible_step:0.02308799885213375, train/loss/center_step:0.001371042337268591, epoch:5, step:9049
train/loss_step:0.013342483900487423, train/loss/visible_step:0.013262175023555756, train/loss/center_step:0.0008030910394154489, epoch:5, step:9099
train/loss_step:0.005278564989566803, train/loss/visible_step:0.0052378857508301735, train/loss/center_step:0.00040679279481992126, epoch:5, step:9149
train/loss_step:0.015703506767749786, train/loss/visible_step:0.015597718767821789, train/loss/center_step:0.0010578864021226764, epoch:5, step:9199
train/loss_step:0.014116423204541206, train/loss/visible_step:0.014029641635715961, train/loss/center_step:0.0008678183658048511, epoch:5, step:9249
train/loss_step:0.002971688285470009, train/loss/visible_step:0.0029527572914958, train/loss/center_step:0.00018930999794974923, epoch:5, step:9299
train/loss_step:0.0056166318245232105, train/loss/visible_step:0.005588079337030649, train/loss/center_step:0.000285526824882254, epoch:5, step:9349
