lr-AdamW:0.0004000000000000002, step:0
train/loss_step:0.0421074777841568, train/loss/visible_step:0.0351964570581913, train/loss/center_step:0.06911022216081619, epoch:0, step:49
train/loss_step:0.01271604560315609, train/loss/visible_step:0.01259960699826479, train/loss/center_step:0.0011643898906186223, epoch:0, step:1299
train/loss_step:0.01339956745505333, train/loss/visible_step:0.013304454274475574, train/loss/center_step:0.000951134308706969, epoch:0, step:1349
train/loss_step:0.007456444203853607, train/loss/visible_step:0.007385928183794022, train/loss/center_step:0.0007051617139950395, epoch:0, step:1399
train/loss_step:0.01512035820633173, train/loss/visible_step:0.015013451687991619, train/loss/center_step:0.0010690669296309352, epoch:0, step:1449
train/loss_step:0.010001474060118198, train/loss/visible_step:0.009916993789374828, train/loss/center_step:0.0008447996806353331, epoch:0, step:1499
train/loss_step:0.016228463500738144, train/loss/visible_step:0.01612504944205284, train/loss/center_step:0.001034142100252211, epoch:0, step:1549
train/loss_step:0.014719502069056034, train/loss/visible_step:0.014615429565310478, train/loss/center_step:0.0010407263180240989, epoch:0, step:1599
train/loss_step:0.014678830280900002, train/loss/visible_step:0.014576238580048084, train/loss/center_step:0.0010259196860715747, epoch:0, step:1649
train/loss_step:0.017823344096541405, train/loss/visible_step:0.017722737044095993, train/loss/center_step:0.0010060707572847605, epoch:0, step:1699
train/loss_step:0.0199215617030859, train/loss/visible_step:0.019823789596557617, train/loss/center_step:0.0009777130326256156, epoch:0, step:1749
train/metrics/iou@0.40:0.18922387063503265, train/metrics/iou@0.50:0.10965592414140701, train/metrics/iou_with_occlusions@0.40:0.17128659784793854, train/metrics/iou_with_occlusions@0.50:0.08548124879598618, val/loss:0.013691583648324013, val/loss/visible:0.01360964123159647, val/loss/center:0.0008194202091544867, val/metrics/iou@0.40:0.24178877472877502, val/metrics/iou@0.50:0.1626981794834137, val/metrics/iou_with_occlusions@0.40:0.21169936656951904, val/metrics/iou_with_occlusions@0.50:0.1292053908109665, epoch:0, step:1758
train/loss_epoch:0.01719064451754093, train/loss/visible_epoch:0.01633279025554657, train/loss/center_epoch:0.008578592911362648, epoch:1, step:1758
lr-AdamW:0.000728826621189233, step:1759
train/loss_step:0.01070108637213707, train/loss/visible_step:0.010649103671312332, train/loss/center_step:0.0005198300932534039, epoch:1, step:1799
train/loss_step:0.012902950868010521, train/loss/visible_step:0.012807046063244343, train/loss/center_step:0.0009590504341758788, epoch:1, step:1849
train/loss_step:0.012072429992258549, train/loss/visible_step:0.011989012360572815, train/loss/center_step:0.0008341787033714354, epoch:1, step:1899
train/loss_step:0.007737030275166035, train/loss/visible_step:0.007661984767764807, train/loss/center_step:0.0007504555978812277, epoch:1, step:1949
train/loss_step:0.009579290635883808, train/loss/visible_step:0.009515250101685524, train/loss/center_step:0.0006404041196219623, epoch:1, step:1999
train/loss_step:0.021732356399297714, train/loss/visible_step:0.02157551981508732, train/loss/center_step:0.0015683654928579926, epoch:1, step:2049
train/loss_step:0.006910380907356739, train/loss/visible_step:0.006853788159787655, train/loss/center_step:0.0005659270100295544, epoch:1, step:2099
train/loss_step:0.0064576007425785065, train/loss/visible_step:0.0064061349257826805, train/loss/center_step:0.000514659215696156, epoch:1, step:2149
train/loss_step:0.014987826347351074, train/loss/visible_step:0.014906791038811207, train/loss/center_step:0.0008103533182293177, epoch:1, step:2199
train/loss_step:0.016387345269322395, train/loss/visible_step:0.016285141929984093, train/loss/center_step:0.0010220423573628068, epoch:1, step:2249
train/loss_step:0.013507723808288574, train/loss/visible_step:0.013417277485132217, train/loss/center_step:0.0009044608450494707, epoch:1, step:2299
train/loss_step:0.009148984216153622, train/loss/visible_step:0.00907705444842577, train/loss/center_step:0.0007192976190708578, epoch:1, step:2349
train/loss_step:0.0065741511061787605, train/loss/visible_step:0.006536557339131832, train/loss/center_step:0.0003759391256608069, epoch:1, step:2399
train/loss_step:0.011254065670073032, train/loss/visible_step:0.011169839650392532, train/loss/center_step:0.0008422604878433049, epoch:1, step:2449
train/loss_step:0.013454451225697994, train/loss/visible_step:0.013382522389292717, train/loss/center_step:0.0007192848133854568, epoch:1, step:2499
train/loss_step:0.009201554581522942, train/loss/visible_step:0.009143519215285778, train/loss/center_step:0.0005803565145470202, epoch:1, step:2549
train/loss_step:0.013034643605351448, train/loss/visible_step:0.012959797866642475, train/loss/center_step:0.0007484548259526491, epoch:1, step:2599
train/loss_step:0.016335798427462578, train/loss/visible_step:0.016211621463298798, train/loss/center_step:0.001241763005964458, epoch:1, step:2649
train/loss_step:0.013269370421767235, train/loss/visible_step:0.01321318931877613, train/loss/center_step:0.0005618143477477133, epoch:1, step:2699
train/loss_step:0.012197362259030342, train/loss/visible_step:0.012116395868360996, train/loss/center_step:0.0008096625679172575, epoch:1, step:2749
train/loss_step:0.01409381628036499, train/loss/visible_step:0.01401850301772356, train/loss/center_step:0.0007531301816925406, epoch:1, step:2799
train/loss_step:0.014757559634745121, train/loss/visible_step:0.014644389972090721, train/loss/center_step:0.0011316967429593205, epoch:1, step:2849
train/loss_step:0.006966006010770798, train/loss/visible_step:0.006922694854438305, train/loss/center_step:0.00043311092304065824, epoch:1, step:2899
train/loss_step:0.011635706759989262, train/loss/visible_step:0.011578910052776337, train/loss/center_step:0.0005679653841070831, epoch:1, step:2949
train/loss_step:0.010359198786318302, train/loss/visible_step:0.01030768547207117, train/loss/center_step:0.0005151308723725379, epoch:1, step:2999
train/loss_step:0.014845045283436775, train/loss/visible_step:0.014771010726690292, train/loss/center_step:0.0007403451018035412, epoch:1, step:3049
train/loss_step:0.010921652428805828, train/loss/visible_step:0.010841092094779015, train/loss/center_step:0.0008056031074374914, epoch:1, step:3099
train/loss_step:0.006061916705220938, train/loss/visible_step:0.006006296724081039, train/loss/center_step:0.0005562000442296267, epoch:1, step:3149
train/loss_step:0.0034838069695979357, train/loss/visible_step:0.0034610270522534847, train/loss/center_step:0.0002277987659908831, epoch:1, step:3199
train/loss_step:0.015425045974552631, train/loss/visible_step:0.01533589418977499, train/loss/center_step:0.0008915191283449531, epoch:1, step:3249
train/loss_step:0.013906641863286495, train/loss/visible_step:0.013831243850290775, train/loss/center_step:0.000753978849388659, epoch:1, step:3299
train/loss_step:0.01912318915128708, train/loss/visible_step:0.01902577094733715, train/loss/center_step:0.0009741855319589376, epoch:1, step:3349
train/loss_step:0.009629414416849613, train/loss/visible_step:0.009552571922540665, train/loss/center_step:0.0007684226729907095, epoch:1, step:3399
train/loss_step:0.012175950221717358, train/loss/visible_step:0.012115009129047394, train/loss/center_step:0.0006094079581089318, epoch:1, step:3449
train/loss_step:0.008153440430760384, train/loss/visible_step:0.00809891801327467, train/loss/center_step:0.0005452202167361975, epoch:1, step:3499
train/metrics/iou@0.40:0.3126499056816101, train/metrics/iou@0.50:0.2177465558052063, train/metrics/iou_with_occlusions@0.40:0.27682963013648987, train/metrics/iou_with_occlusions@0.50:0.1711502969264984, val/loss:0.012635921128094196, val/loss/visible:0.012566323392093182, val/loss/center:0.000696033239364624, val/metrics/iou@0.40:0.2893366813659668, val/metrics/iou@0.50:0.21028928458690643, val/metrics/iou_with_occlusions@0.40:0.25271064043045044, val/metrics/iou_with_occlusions@0.50:0.16812372207641602, epoch:1, step:3517
train/loss_epoch:0.011956308968365192, train/loss/visible_epoch:0.011880177073180676, train/loss/center_epoch:0.000761301489546895, epoch:2, step:3517
lr-AdamW:0.0015951654327539008, step:3518
train/loss_step:0.009669131599366665, train/loss/visible_step:0.00962006114423275, train/loss/center_step:0.0004907067050226033, epoch:2, step:3549
train/loss_step:0.006126258056610823, train/loss/visible_step:0.006078156642615795, train/loss/center_step:0.00048101379070430994, epoch:2, step:3599
train/loss_step:0.006837876979261637, train/loss/visible_step:0.006790538784116507, train/loss/center_step:0.0004733811365440488, epoch:2, step:3649
train/loss_step:0.010654359124600887, train/loss/visible_step:0.010610407218337059, train/loss/center_step:0.0004395226715132594, epoch:2, step:3699
train/loss_step:0.011834797449409962, train/loss/visible_step:0.011755445972084999, train/loss/center_step:0.0007935190224088728, epoch:2, step:3749
train/loss_step:0.012204542756080627, train/loss/visible_step:0.01214676909148693, train/loss/center_step:0.0005777387996204197, epoch:2, step:3799
train/loss_step:0.015546148642897606, train/loss/visible_step:0.015474382787942886, train/loss/center_step:0.0007176582585088909, epoch:2, step:3849
train/loss_step:0.005115846171975136, train/loss/visible_step:0.0050809639506042, train/loss/center_step:0.00034882387262769043, epoch:2, step:3899
train/loss_step:0.00808425061404705, train/loss/visible_step:0.008034911006689072, train/loss/center_step:0.000493398227263242, epoch:2, step:3949
train/loss_step:0.011329874396324158, train/loss/visible_step:0.011248228140175343, train/loss/center_step:0.0008164588361978531, epoch:2, step:3999
train/loss_step:0.014815323054790497, train/loss/visible_step:0.014706120826303959, train/loss/center_step:0.0010920189088210464, epoch:2, step:4049
train/loss_step:0.009896700270473957, train/loss/visible_step:0.009826214984059334, train/loss/center_step:0.0007048544357530773, epoch:2, step:4099
train/loss_step:0.009961134754121304, train/loss/visible_step:0.009898846037685871, train/loss/center_step:0.0006228849524632096, epoch:2, step:4149
train/loss_step:0.008289908990263939, train/loss/visible_step:0.008234990760684013, train/loss/center_step:0.0005491849151439965, epoch:2, step:4199
train/loss_step:0.009633902460336685, train/loss/visible_step:0.009569021873176098, train/loss/center_step:0.0006488097133114934, epoch:2, step:4249
train/loss_step:0.013749984093010426, train/loss/visible_step:0.013659821823239326, train/loss/center_step:0.0009016245021484792, epoch:2, step:4299
train/loss_step:0.008825007826089859, train/loss/visible_step:0.008751480840146542, train/loss/center_step:0.0007352674147114158, epoch:2, step:4349
train/loss_step:0.01098435278981924, train/loss/visible_step:0.010920674540102482, train/loss/center_step:0.0006367840687744319, epoch:2, step:4399
train/loss_step:0.011050276458263397, train/loss/visible_step:0.010990702547132969, train/loss/center_step:0.0005957353860139847, epoch:2, step:4449
train/loss_step:0.012740353122353554, train/loss/visible_step:0.012646918185055256, train/loss/center_step:0.0009343514102511108, epoch:2, step:4499
train/loss_step:0.009237556718289852, train/loss/visible_step:0.009174354374408722, train/loss/center_step:0.0006320193642750382, epoch:2, step:4549
train/loss_step:0.01151285134255886, train/loss/visible_step:0.011429205536842346, train/loss/center_step:0.0008364537497982383, epoch:2, step:4599
train/loss_step:0.0242405217140913, train/loss/visible_step:0.024104826152324677, train/loss/center_step:0.001356957363896072, epoch:2, step:4649
train/loss_step:0.011645026504993439, train/loss/visible_step:0.011575748212635517, train/loss/center_step:0.0006927782669663429, epoch:2, step:4699
train/loss_step:0.012528863735496998, train/loss/visible_step:0.012468288652598858, train/loss/center_step:0.0006057469290681183, epoch:2, step:4749
train/loss_step:0.013455789536237717, train/loss/visible_step:0.013366150669753551, train/loss/center_step:0.0008963908185251057, epoch:2, step:4799
train/loss_step:0.015132956206798553, train/loss/visible_step:0.015033368021249771, train/loss/center_step:0.0009958803420886397, epoch:2, step:4849
train/loss_step:0.02576807513833046, train/loss/visible_step:0.025614090263843536, train/loss/center_step:0.0015398557297885418, epoch:2, step:4899
train/loss_step:0.014832026325166225, train/loss/visible_step:0.014742757193744183, train/loss/center_step:0.0008926898008212447, epoch:2, step:4949
train/loss_step:0.010516385547816753, train/loss/visible_step:0.010449386201798916, train/loss/center_step:0.0006699928198941052, epoch:2, step:4999
train/loss_step:0.010008436627686024, train/loss/visible_step:0.009953241795301437, train/loss/center_step:0.0005519450060091913, epoch:2, step:5049
train/loss_step:0.012287219054996967, train/loss/visible_step:0.012205644510686398, train/loss/center_step:0.0008157456177286804, epoch:2, step:5099
train/loss_step:0.01374706719070673, train/loss/visible_step:0.013652510941028595, train/loss/center_step:0.0009455644176341593, epoch:2, step:5149
train/loss_step:0.007258568424731493, train/loss/visible_step:0.007212878204882145, train/loss/center_step:0.000456903682788834, epoch:2, step:5199
train/loss_step:0.008831663057208061, train/loss/visible_step:0.008778227493166924, train/loss/center_step:0.0005343598895706236, epoch:2, step:5249
train/metrics/iou@0.40:0.33767610788345337, train/metrics/iou@0.50:0.25516602396965027, train/metrics/iou_with_occlusions@0.40:0.29972806572914124, train/metrics/iou_with_occlusions@0.50:0.2013678401708603, val/loss:0.012154435738921165, val/loss/visible:0.012087110430002213, val/loss/center:0.0006732434267178178, val/metrics/iou@0.40:0.30563119053840637, val/metrics/iou@0.50:0.18487775325775146, val/metrics/iou_with_occlusions@0.40:0.26967018842697144, val/metrics/iou_with_occlusions@0.50:0.14406690001487732, epoch:2, step:5276
train/loss_epoch:0.011281809769570827, train/loss/visible_epoch:0.011212273500859737, train/loss/center_epoch:0.0006953271804377437, epoch:3, step:5276
lr-AdamW:0.0026824883633474435, step:5277
train/loss_step:0.006055586040019989, train/loss/visible_step:0.0060249860398471355, train/loss/center_step:0.0003060012822970748, epoch:3, step:5299
train/loss_step:0.008857023902237415, train/loss/visible_step:0.008804677985608578, train/loss/center_step:0.0005234627751633525, epoch:3, step:5349
train/loss_step:0.00832652673125267, train/loss/visible_step:0.008270693011581898, train/loss/center_step:0.0005583394085988402, epoch:3, step:5399
train/loss_step:0.014237809926271439, train/loss/visible_step:0.01414893101900816, train/loss/center_step:0.0008887880248948932, epoch:3, step:5449
train/loss_step:0.011772076599299908, train/loss/visible_step:0.011693120002746582, train/loss/center_step:0.0007895654998719692, epoch:3, step:5499
train/loss_step:0.0044975318014621735, train/loss/visible_step:0.004469405394047499, train/loss/center_step:0.0002812639286275953, epoch:3, step:5549
train/loss_step:0.006259866524487734, train/loss/visible_step:0.006230776663869619, train/loss/center_step:0.00029089866438880563, epoch:3, step:5599
train/loss_step:0.007075326517224312, train/loss/visible_step:0.007026544772088528, train/loss/center_step:0.0004878187319263816, epoch:3, step:5649
train/loss_step:0.010701975785195827, train/loss/visible_step:0.010630853474140167, train/loss/center_step:0.0007112271850928664, epoch:3, step:5699
train/loss_step:0.01284803170710802, train/loss/visible_step:0.012770225293934345, train/loss/center_step:0.0007780683226883411, epoch:3, step:5749
train/loss_step:0.01256902702152729, train/loss/visible_step:0.012478047050535679, train/loss/center_step:0.0009098000009544194, epoch:3, step:5799
train/loss_step:0.010497212409973145, train/loss/visible_step:0.010439889505505562, train/loss/center_step:0.0005732322460971773, epoch:3, step:5849
train/loss_step:0.005536302458494902, train/loss/visible_step:0.005500596947968006, train/loss/center_step:0.0003570545231923461, epoch:3, step:5899
train/loss_step:0.008779991418123245, train/loss/visible_step:0.008733302354812622, train/loss/center_step:0.00046689040027558804, epoch:3, step:5949
train/loss_step:0.010554163716733456, train/loss/visible_step:0.010493053123354912, train/loss/center_step:0.0006111096008680761, epoch:3, step:5999
train/loss_step:0.011921114288270473, train/loss/visible_step:0.01185011025518179, train/loss/center_step:0.0007100378279574215, epoch:3, step:6049
train/loss_step:0.00973694771528244, train/loss/visible_step:0.009657369926571846, train/loss/center_step:0.0007957781199365854, epoch:3, step:6099
train/loss_step:0.010244535282254219, train/loss/visible_step:0.010179315693676472, train/loss/center_step:0.0006521950126625597, epoch:3, step:6149
train/loss_step:0.009526327252388, train/loss/visible_step:0.009459169581532478, train/loss/center_step:0.0006715738563798368, epoch:3, step:6199
train/loss_step:0.01237734779715538, train/loss/visible_step:0.012301583774387836, train/loss/center_step:0.0007576356292702258, epoch:3, step:6249
train/loss_step:0.005934557877480984, train/loss/visible_step:0.005897541996091604, train/loss/center_step:0.0003701595705933869, epoch:3, step:6299
train/loss_step:0.010140017606317997, train/loss/visible_step:0.010086501017212868, train/loss/center_step:0.0005351637955754995, epoch:3, step:6349
train/loss_step:0.021836256608366966, train/loss/visible_step:0.021699238568544388, train/loss/center_step:0.0013701874995604157, epoch:3, step:6399
train/loss_step:0.012713522650301456, train/loss/visible_step:0.012640506029129028, train/loss/center_step:0.000730170460883528, epoch:3, step:6449
train/loss_step:0.010572767816483974, train/loss/visible_step:0.010506408289074898, train/loss/center_step:0.0006635925965383649, epoch:3, step:6499
train/loss_step:0.009173255413770676, train/loss/visible_step:0.00912051647901535, train/loss/center_step:0.000527387426700443, epoch:3, step:6549
train/loss_step:0.013579247519373894, train/loss/visible_step:0.013493111357092857, train/loss/center_step:0.0008613652898930013, epoch:3, step:6599
train/loss_step:0.012674091383814812, train/loss/visible_step:0.012568939477205276, train/loss/center_step:0.0010515190660953522, epoch:3, step:6649
train/loss_step:0.011705055832862854, train/loss/visible_step:0.01163907628506422, train/loss/center_step:0.0006597937899641693, epoch:3, step:6699
train/loss_step:0.011839819140732288, train/loss/visible_step:0.01177979540079832, train/loss/center_step:0.0006002346053719521, epoch:3, step:6749
train/loss_step:0.007486364338546991, train/loss/visible_step:0.007447324227541685, train/loss/center_step:0.00039039988769218326, epoch:3, step:6799
